sample_id,sample_type,alumina_content,silica_content,calcia_content,sintering_temperature,holding_time,heating_rate,cooling_rate,alpha_alumina_phase,calcium_aluminate_phase,mullite_phase,glass_phase,grain_size,grain_uniformity,total_porosity,closed_porosity,open_porosity,pore_size,fracture_toughness,flexural_strength,youngs_modulus
CER-552,temperature_series,92,5,3,1582.3,4,10,5,87,8.6,10.2,4.9,1.07,0.477,11.92,5.96,5.96,0.3,2.4,556.3,326.9
CER-553,temperature_series,92,5,3,1583.9,4,10,5,88.3,8.5,9.8,4.4,1.13,0.5,12.43,6.21,6.21,0.1,2.86,548.8,309.6
CER-554,temperature_series,92,5,3,1585.5,4,10,5,88,8.2,10,5.5,1.1,0.5,11.84,5.92,5.92,0.1,2.76,555.3,326.2
CER-555,temperature_series,92,5,3,1587.1,4,10,5,84.9,7.7,9.8,5.3,0.69,0.5,12.48,6.24,6.24,0.15,2.64,592,304.3
CER-556,temperature_series,92,5,3,1588.7,4,10,5,87.3,8,9.3,5.3,1.18,0.456,11.71,5.85,5.85,0.1,2.88,579.6,323.8
CER-557,temperature_series,92,5,3,1590.3,4,10,5,86.6,8.1,10.2,4.8,1.17,0.5,11.54,5.77,5.77,0.1,2.19,587.1,323.5
CER-558,temperature_series,92,5,3,1591.9,4,10,5,85.5,8.4,9.1,4.3,1.41,0.424,11.49,5.74,5.74,0.1,2.57,574.3,324
CER-559,temperature_series,92,5,3,1593.5,4,10,5,88.4,9.1,9.9,4.1,1.42,0.5,11.2,5.6,5.6,0.1,2.62,585.5,328
CER-560,temperature_series,92,5,3,1595.2,4,10,5,88.3,8.3,9.9,5.6,1.21,0.5,12.6,6.3,6.3,0.1,2.76,566.9,313.7
CER-561,temperature_series,92,5,3,1596.8,4,10,5,88,8.2,10.2,5.3,1.31,0.5,11.63,5.81,5.81,0.1,2.56,588,316.1
CER-562,temperature_series,92,5,3,1598.4,4,10,5,86,8.4,9.6,5.2,0.92,0.5,11.33,5.67,5.67,0.1,2.58,569.7,316.9
CER-563,temperature_series,92,5,3,1600,4,10,5,88.3,8.7,9.4,4.4,1.27,0.489,12.6,6.3,6.3,0.1,2.69,537.6,317.8
CER-564,temperature_series,92,5,3,1601.6,4,10,5,87.6,8.2,10.9,5,1.36,0.486,11.88,5.94,5.94,0.1,2.26,549.9,326.4
CER-565,temperature_series,92,5,3,1603.2,4,10,5,87.3,8.6,9.7,4,1.07,0.437,11.33,5.66,5.66,0.1,2.76,596.1,325.9
CER-566,temperature_series,92,5,3,1604.8,4,10,5,88.5,7.9,10.8,4.9,1.52,0.5,10.71,5.36,5.36,0.1,2.66,607.1,320.4
CER-567,temperature_series,92,5,3,1606.5,4,10,5,88.8,8.4,11,4,1.49,0.448,11.66,5.83,5.83,0.1,2.84,557.7,323.9
CER-568,temperature_series,92,5,3,1608.1,4,10,5,89.5,7.7,10.3,4.4,1.67,0.5,10.62,5.31,5.31,0.1,2.47,546.2,329.8
CER-569,temperature_series,92,5,3,1609.7,4,10,5,87.8,8.7,9.8,3.6,1.51,0.5,10.95,5.47,5.47,0.1,2.83,585.1,329.1
CER-570,temperature_series,92,5,3,1611.3,4,10,5,88,8.7,10.8,4.6,1.19,0.5,10.96,5.48,5.48,0.1,2.9,560.6,320.7
CER-571,temperature_series,92,5,3,1612.9,4,10,5,89,8.6,10.3,3.2,1.25,0.5,11.26,5.63,5.63,0.1,2.34,610.3,334.3
CER-572,temperature_series,92,5,3,1614.5,4,10,5,89,9.2,10.8,4.8,1.19,0.5,11.4,5.7,5.7,0.1,2.78,587.6,327.2
CER-573,temperature_series,92,5,3,1616.1,4,10,5,89.4,8.4,11.1,4.5,1.2,0.5,11.88,5.94,5.94,0.1,2.91,584.9,327.3
CER-574,temperature_series,92,5,3,1617.7,4,10,5,87.2,8.9,10.2,4.4,1.27,0.496,10.99,5.5,5.5,0.1,2.72,585.1,334.9
CER-575,temperature_series,92,5,3,1619.4,4,10,5,88.6,8.6,10.7,3.7,1.01,0.497,12.47,6.23,6.23,0.1,2.54,567.9,312.9
CER-576,temperature_series,92,5,3,1621,4,10,5,90.6,8.3,10.2,3.7,1.47,0.493,10.69,5.34,5.34,0.1,2.45,606.2,328
CER-577,temperature_series,92,5,3,1622.6,4,10,5,89.6,8.2,10.7,4.4,1.32,0.5,10.47,5.24,5.24,0.1,2.94,597.6,332.8
CER-578,temperature_series,92,5,3,1624.2,4,10,5,88.5,8.8,10.5,4.5,1.57,0.5,10.16,5.08,5.08,0.1,2.8,623,337.3
CER-579,temperature_series,92,5,3,1625.8,4,10,5,87.6,9.2,10.7,4.2,1.32,0.5,10.91,5.46,5.46,0.1,2.44,593.4,329.9
CER-580,temperature_series,92,5,3,1627.4,4,10,5,87.2,8.9,11.1,4,1.7,0.5,11.12,5.56,5.56,0.1,2.74,561.9,325.2
CER-581,temperature_series,92,5,3,1629,4,10,5,88.6,9.3,10.6,3.5,1.87,0.5,12.49,6.25,6.25,0.1,2.6,513.2,320.6
CER-582,temperature_series,92,5,3,1630.6,4,10,5,90.6,9.2,10,3.5,1.81,0.5,11.17,5.58,5.58,0.1,2.94,608.1,328.4
CER-583,temperature_series,92,5,3,1632.3,4,10,5,87.8,9.1,10.8,2.8,1.64,0.5,10.82,5.41,5.41,0.1,2.64,582.4,332.8
CER-584,temperature_series,92,5,3,1633.9,4,10,5,86.9,8.8,11.8,3,1.52,0.5,10.37,5.18,5.18,0.1,2.48,620.4,343.7
CER-585,temperature_series,92,5,3,1635.5,4,10,5,88.5,8.6,11.3,3.8,1.27,0.5,10.8,5.4,5.4,0.1,2.87,626.5,333.7
CER-586,temperature_series,92,5,3,1637.1,4,10,5,87.5,9.1,10.7,2.8,1.75,0.5,10.55,5.27,5.27,0.1,2.6,590,326.3
CER-587,temperature_series,92,5,3,1638.7,4,10,5,88.4,8.9,11.1,3.9,1.48,0.493,10.62,5.31,5.31,0.1,2.91,615.9,336
CER-588,temperature_series,92,5,3,1640.3,4,10,5,88.5,9.1,10.6,2.7,1.51,0.492,9.67,4.83,4.83,0.1,2.76,631,341.9
CER-589,temperature_series,92,5,3,1641.9,4,10,5,88.7,9.5,11.4,3.9,1.46,0.5,9.45,4.73,4.73,0.1,2.81,647,337.5
CER-590,temperature_series,92,5,3,1643.5,4,10,5,89.3,8.9,10.8,3,2.06,0.488,10.91,5.45,5.45,0.1,2.71,537.8,330.4
CER-591,temperature_series,92,5,3,1645.2,4,10,5,90.3,9,10.9,3,1.47,0.474,11.01,5.51,5.51,0.1,3.01,604.3,329
CER-592,temperature_series,92,5,3,1646.8,4,10,5,90.4,9,11.2,3.4,1.77,0.422,10.99,5.49,5.49,0.1,2.35,556.2,339.6
CER-593,temperature_series,92,5,3,1648.4,4,10,5,90.1,9.1,12.2,2.4,1.79,0.428,11.62,5.81,5.81,0.1,2.79,570.2,328.9
CER-594,temperature_series,92,5,3,1650,4,10,5,91.1,9.8,11.9,2,1.53,0.5,10.96,5.48,5.48,0.1,2.54,620.7,334.4
CER-595,temperature_series,92,5,3,1651.6,4,10,5,88.6,9.2,10.8,3.4,1.71,0.5,10.72,5.36,5.36,0.1,3.06,589.3,336.8
CER-596,temperature_series,92,5,3,1653.2,4,10,5,88.7,9.6,12.9,3.7,2.07,0.5,11.03,5.51,5.51,0.1,2.82,562.9,330.4
CER-597,temperature_series,92,5,3,1654.8,4,10,5,92.1,8.8,11.9,3.6,1.65,0.467,10.94,5.47,5.47,0.1,2.55,599.4,336.5
CER-598,temperature_series,92,5,3,1656.5,4,10,5,89.6,9.1,11.3,2.3,1.52,0.5,11.14,5.57,5.57,0.1,2.59,623.6,329.3
CER-599,temperature_series,92,5,3,1658.1,4,10,5,91.5,9.1,11.2,3,1.99,0.5,10.63,5.31,5.31,0.1,2.93,598.1,327.9
CER-600,temperature_series,92,5,3,1659.7,4,10,5,88.7,9.9,12.6,3.1,1.86,0.475,11.47,5.73,5.73,0.1,2.63,545.8,326.4
CER-601,temperature_series,92,5,3,1661.3,4,10,5,89.3,8.7,12.2,3.3,1.83,0.5,10.2,5.1,5.1,0.1,2.77,578.6,339.4
CER-602,temperature_series,92,5,3,1662.9,4,10,5,90.9,9.6,11.7,2.3,1.88,0.5,11.16,5.58,5.58,0.1,2.33,582.7,344.1
CER-603,temperature_series,92,5,3,1664.5,4,10,5,91.9,10.5,11.4,2.9,1.62,0.475,10.98,5.49,5.49,0.1,3,598.9,321.8
CER-604,temperature_series,92,5,3,1666.1,4,10,5,90.4,9.5,11.5,2.7,2.21,0.5,10.53,5.27,5.27,0.1,2.52,616.8,343.2
CER-605,temperature_series,92,5,3,1667.7,4,10,5,90,9.5,10.6,2.5,2.08,0.422,10.82,5.41,5.41,0.1,3.02,592.4,333.5
CER-606,temperature_series,92,5,3,1669.4,4,10,5,89.3,9.4,12.1,1.6,2.21,0.484,10.71,5.35,5.35,0.1,2.57,612.3,339.3
CER-607,temperature_series,92,5,3,1671,4,10,5,89.8,9.8,12.3,2.1,1.66,0.487,10.64,5.32,5.32,0.1,2.83,597.5,337.6
CER-608,temperature_series,92,5,3,1672.6,4,10,5,90,9.9,11.8,2.4,2.12,0.484,10.02,5.01,5.01,0.1,2.84,619.1,336.9
CER-609,temperature_series,92,5,3,1674.2,4,10,5,89.7,10,11.1,2.7,1.65,0.472,9.81,4.9,4.9,0.1,2.66,612.2,335.1
CER-610,temperature_series,92,5,3,1675.8,4,10,5,90.3,9,11.2,3.1,1.86,0.466,10.43,5.21,5.21,0.1,2.75,599.4,343.2
CER-611,temperature_series,92,5,3,1677.4,4,10,5,93,10.3,11.1,1,1.77,0.5,9.02,4.51,4.51,0.1,2.81,650.6,357.2
CER-612,temperature_series,92,5,3,1679,4,10,5,91.2,9.4,11.7,2.5,2.08,0.47,10.17,5.09,5.09,0.1,3.01,620.9,341.8
CER-613,temperature_series,92,5,3,1680.6,4,10,5,92.1,9.5,11.4,2.3,2.05,0.5,10.3,5.15,5.15,0.1,3,611.5,327.3
CER-614,temperature_series,92,5,3,1682.3,4,10,5,92,9.3,11.7,1.6,2.37,0.5,10.83,5.42,5.42,0.1,2.62,590.8,328.3
CER-615,temperature_series,92,5,3,1683.9,4,10,5,91.5,9.6,11.4,1.6,2.38,0.5,9.23,4.62,4.62,0.1,2.99,634.9,355.3
CER-616,temperature_series,92,5,3,1685.5,4,10,5,90.3,9.4,12.1,1.7,2.23,0.5,10.79,5.4,5.4,0.1,3.05,568.1,341.9
CER-617,temperature_series,92,5,3,1687.1,4,10,5,91.7,9.8,11.8,2.2,2.24,0.5,10.49,5.24,5.24,0.1,2.59,586.2,336
CER-618,temperature_series,92,5,3,1688.7,4,10,5,92,9.4,11.2,2.4,2.37,0.5,10.88,5.44,5.44,0.1,2.71,580.1,335.1
CER-619,temperature_series,92,5,3,1690.3,4,10,5,91.6,9.8,12,2.3,2.4,0.5,9.52,4.76,4.76,0.1,2.52,631.1,344.8
CER-620,temperature_series,92,5,3,1691.9,4,10,5,92.1,8.9,12,1.3,1.9,0.482,10.27,5.13,5.13,0.1,2.88,638,343.1
CER-621,temperature_series,92,5,3,1693.5,4,10,5,91.3,9.4,10.9,3,2.31,0.5,8.9,4.45,4.45,0.1,2.59,637.2,347.9
CER-622,temperature_series,92,5,3,1695.2,4,10,5,93.2,9.5,12.7,1.8,2.26,0.46,9.52,4.76,4.76,0.1,3,628.5,351.9
CER-623,temperature_series,92,5,3,1696.8,4,10,5,92,9,11.3,1.6,2.59,0.438,9.54,4.77,4.77,0.1,2.91,630.8,350
CER-624,temperature_series,92,5,3,1698.4,4,10,5,93.7,9.8,11.8,1,2.31,0.5,9.53,4.76,4.76,0.1,2.75,607.3,344.1
CER-625,temperature_series,92,5,3,1700,4,10,5,90.5,10.1,11.6,2.2,2.8,0.497,9.97,4.98,4.98,0.1,2.6,636.7,339.4
CER-626,holding_time_series,92,5,3,1600,2,10,5,88.2,7.9,9.3,5.6,0.55,0.5,14.53,5.81,8.72,0.1,2.48,577.3,298
CER-627,holding_time_series,92,5,3,1600,2,10,5,87.4,7.7,9.8,5.1,0.81,0.465,13.31,5.35,7.95,0.1,2.23,555.7,309.4
CER-628,holding_time_series,92,5,3,1600,2.1,10,5,86.9,7.4,8.3,5.1,1.02,0.5,13.82,5.59,8.22,0.1,2.51,510.5,307.8
CER-629,holding_time_series,92,5,3,1600,2.1,10,5,86.4,8.6,9.6,4.2,1.06,0.5,14.33,5.84,8.49,0.1,2.66,494.5,288.7
CER-630,holding_time_series,92,5,3,1600,2.2,10,5,88.3,8.3,9.9,5.8,1.04,0.5,13.29,5.45,7.85,0.1,2.56,523.4,308.8
CER-631,holding_time_series,92,5,3,1600,2.2,10,5,87.7,8.1,10.7,4.6,1.06,0.5,12.72,5.24,7.48,0.1,2.7,538.9,318.8
CER-632,holding_time_series,92,5,3,1600,2.3,10,5,87.3,7.7,9.9,4.3,1.09,0.5,13.37,5.54,7.83,0.1,2.58,527,312.6
CER-633,holding_time_series,92,5,3,1600,2.3,10,5,86.7,8.3,10.4,4.8,1.03,0.5,13.49,5.62,7.86,0.11,2.43,534.2,308
CER-634,holding_time_series,92,5,3,1600,2.4,10,5,86,7.1,10.1,5,0.71,0.5,13.96,5.85,8.11,0.1,2.42,532.3,300.6
CER-635,holding_time_series,92,5,3,1600,2.4,10,5,86.7,8,10,4.7,0.78,0.5,12.98,5.48,7.51,0.1,2.19,571.5,312.8
CER-636,holding_time_series,92,5,3,1600,2.5,10,5,87.9,7,9.4,5.8,0.79,0.5,13.74,5.83,7.91,0.1,2.73,538.2,310.3
CER-637,holding_time_series,92,5,3,1600,2.5,10,5,87.3,8.1,10.5,4.8,1.03,0.5,13.73,5.86,7.87,0.1,2.7,513.3,302.1
CER-638,holding_time_series,92,5,3,1600,2.6,10,5,88.3,7.7,10,5,1.19,0.5,13.75,5.9,7.85,0.1,2.35,522.8,309.5
CER-639,holding_time_series,92,5,3,1600,2.6,10,5,85.5,8.2,10,4.2,0.85,0.5,12.29,5.3,6.99,0.1,2.77,586,321.6
CER-640,holding_time_series,92,5,3,1600,2.7,10,5,87,8.8,10,5.3,1.26,0.494,13.58,5.89,7.69,0.1,2.66,503.2,310.9
CER-641,holding_time_series,92,5,3,1600,2.7,10,5,84.4,8,10.5,5.1,0.85,0.5,12.91,5.63,7.27,0.1,2.71,565.8,309
CER-642,holding_time_series,92,5,3,1600,2.8,10,5,87.1,8.1,10.7,4.7,1.13,0.5,11.86,5.2,6.66,0.1,2.64,566.2,325.2
CER-643,holding_time_series,92,5,3,1600,2.8,10,5,86.2,8.1,10.8,4.8,1.16,0.5,13.42,5.92,7.5,0.1,2.53,488.5,309.2
CER-644,holding_time_series,92,5,3,1600,2.9,10,5,87.4,9.1,9.8,4.9,0.82,0.5,12.33,5.47,6.86,0.1,2.52,584.9,318
CER-645,holding_time_series,92,5,3,1600,2.9,10,5,86.8,7.6,9.3,5.4,1.14,0.5,13.4,5.97,7.42,0.1,2.8,512.2,310.6
CER-646,holding_time_series,92,5,3,1600,3,10,5,87.3,8.1,10.5,5.1,1.04,0.5,12.61,5.66,6.96,0.1,2.51,538.4,311.6
CER-647,holding_time_series,92,5,3,1600,3,10,5,87.2,7.5,10.8,5.5,1.09,0.5,11.78,5.31,6.47,0.1,2.83,562.2,331.9
CER-648,holding_time_series,92,5,3,1600,3.1,10,5,86.7,8.4,9.6,5.6,0.74,0.5,12.49,5.66,6.83,0.1,2.43,600.2,308.7
CER-649,holding_time_series,92,5,3,1600,3.1,10,5,86.9,8.8,10,4.4,1.01,0.483,12.44,5.67,6.77,0.1,2.44,535,313.2
CER-650,holding_time_series,92,5,3,1600,3.2,10,5,85.9,8.5,10,5,1.11,0.445,12.17,5.57,6.59,0.1,2.86,560.4,310.8
CER-651,holding_time_series,92,5,3,1600,3.2,10,5,86.7,7.9,9.7,4,1.24,0.5,12.6,5.8,6.8,0.1,2.17,556.7,321.1
CER-652,holding_time_series,92,5,3,1600,3.3,10,5,86.7,8,10,4,1.23,0.5,11.65,5.39,6.26,0.1,2.53,581.5,320.3
CER-653,holding_time_series,92,5,3,1600,3.3,10,5,87.3,7.6,9.3,4.7,0.73,0.5,12.27,5.71,6.56,0.1,2.34,627.8,316.4
CER-654,holding_time_series,92,5,3,1600,3.4,10,5,87.2,8.8,10.1,5.2,1.39,0.5,12.88,6.02,6.86,0.1,2.06,525.8,314
CER-655,holding_time_series,92,5,3,1600,3.4,10,5,86.7,8.5,10.6,3.5,1.02,0.5,11.92,5.6,6.31,0.1,2.67,616.8,317.1
CER-656,holding_time_series,92,5,3,1600,3.5,10,5,86.9,9,9.4,3.7,0.85,0.5,11.59,5.48,6.11,0.1,2.32,610.5,325.3
CER-657,holding_time_series,92,5,3,1600,3.5,10,5,87.4,8.1,9.9,4.3,1.52,0.469,11.33,5.38,5.95,0.1,2.67,569.5,323.5
CER-658,holding_time_series,92,5,3,1600,3.5,10,5,87.1,7.2,10.7,5.4,1.24,0.5,11.73,5.6,6.13,0.1,2.3,547.9,322.3
CER-659,holding_time_series,92,5,3,1600,3.6,10,5,85.8,8.5,10.2,4.7,1.15,0.5,12.31,5.91,6.4,0.1,2.76,524.2,315.3
CER-660,holding_time_series,92,5,3,1600,3.6,10,5,86.5,8.5,10,4.9,1.36,0.486,13.09,6.31,6.78,0.1,2.41,506.2,312.6
CER-661,holding_time_series,92,5,3,1600,3.7,10,5,87.6,7.9,10.6,4.3,1.19,0.5,12.06,5.85,6.22,0.1,2.24,558.2,319.9
CER-662,holding_time_series,92,5,3,1600,3.7,10,5,87.9,8.5,9.3,5.3,1.37,0.5,11.63,5.67,5.97,0.1,2.75,537.2,327.5
CER-663,holding_time_series,92,5,3,1600,3.8,10,5,87.9,9,9.8,4.5,0.98,0.486,11.16,5.46,5.7,0.1,2.63,595.9,324.8
CER-664,holding_time_series,92,5,3,1600,3.8,10,5,87.1,7.9,9.9,4.6,1.12,0.5,10.61,5.22,5.39,0.1,2.72,593.1,327.5
CER-665,holding_time_series,92,5,3,1600,3.9,10,5,88.7,8.8,10.5,5,1.33,0.5,11.61,5.74,5.87,0.1,2.58,561.3,320.1
CER-666,holding_time_series,92,5,3,1600,3.9,10,5,87.7,8.5,10,5,1.13,0.5,11.27,5.6,5.67,0.1,2.82,584.9,321.4
CER-667,holding_time_series,92,5,3,1600,4,10,5,87.4,8.4,10.5,5.1,1.09,0.489,11.38,5.68,5.7,0.1,2.61,571.5,323.8
CER-668,holding_time_series,92,5,3,1600,4,10,5,86,8.8,9.5,4,1.54,0.5,11.61,5.82,5.79,0.1,2.51,540.6,329.9
CER-669,holding_time_series,92,5,3,1600,4.1,10,5,87.9,9.1,10.4,4.4,1.51,0.456,12.06,6.08,5.98,0.1,2.9,549.3,319.7
CER-670,holding_time_series,92,5,3,1600,4.1,10,5,87.3,8.4,9.9,4.6,1.34,0.479,11.93,6.04,5.89,0.1,2.42,526.9,312.6
CER-671,holding_time_series,92,5,3,1600,4.2,10,5,86.3,9.4,9.8,5.1,1.07,0.5,11.69,5.95,5.74,0.1,2.82,587.4,326.8
CER-672,holding_time_series,92,5,3,1600,4.2,10,5,86.1,9.2,9.8,4.5,1.32,0.471,10.62,5.43,5.19,0.1,2.49,602.8,338.4
CER-673,holding_time_series,92,5,3,1600,4.3,10,5,88.3,9,11.7,4.7,1.56,0.5,11.35,5.83,5.52,0.1,2.91,592,323.5
CER-674,holding_time_series,92,5,3,1600,4.3,10,5,86.1,8.1,10.8,4.1,1.37,0.492,10.7,5.52,5.18,0.1,2.73,571.7,332.3
CER-675,holding_time_series,92,5,3,1600,4.4,10,5,87.5,9.2,10.5,3.8,1.26,0.5,10.96,5.68,5.28,0.1,2.74,587.2,330.1
CER-676,holding_time_series,92,5,3,1600,4.4,10,5,86.6,8.7,9.8,4.8,1.12,0.5,11.64,6.06,5.57,0.1,2.7,573,318.2
CER-677,holding_time_series,92,5,3,1600,4.5,10,5,87.5,8,10,4.5,1.51,0.445,11.43,5.98,5.45,0.1,3.03,587,325.9
CER-678,holding_time_series,92,5,3,1600,4.5,10,5,87,9.1,10.4,5,1.3,0.5,10.8,5.68,5.12,0.1,2.78,582.3,327
CER-679,holding_time_series,92,5,3,1600,4.6,10,5,87.3,8.6,9.9,4.4,1.33,0.5,11,5.81,5.19,0.1,2.64,581.5,320.5
CER-680,holding_time_series,92,5,3,1600,4.6,10,5,86.6,8.5,10,5.3,1.26,0.5,10.96,5.81,5.14,0.1,2.51,575.6,334.1
CER-681,holding_time_series,92,5,3,1600,4.7,10,5,87.5,8.9,10.3,4.8,1.37,0.458,9.75,5.2,4.55,0.1,2.44,636.1,344.7
CER-682,holding_time_series,92,5,3,1600,4.7,10,5,87.3,8.4,9.7,4,1.43,0.486,10.09,5.4,4.68,0.1,2.71,583.5,338.1
CER-683,holding_time_series,92,5,3,1600,4.8,10,5,87.3,9,10.4,4.2,1.2,0.436,9.99,5.37,4.62,0.1,2.47,597.3,330.5
CER-684,holding_time_series,92,5,3,1600,4.8,10,5,88.4,9.2,10,5.1,1.34,0.395,10.42,5.63,4.79,0.1,2.78,594.3,325.7
CER-685,holding_time_series,92,5,3,1600,4.9,10,5,86,8.4,9.9,4.2,1.78,0.5,11.02,5.98,5.04,0.1,2.34,566.1,320.6
CER-686,holding_time_series,92,5,3,1600,4.9,10,5,89.2,8.1,10.8,4.6,1.42,0.424,9.82,5.35,4.46,0.1,2.66,627.5,345.3
CER-687,holding_time_series,92,5,3,1600,5,10,5,87.1,9.1,9.6,3.6,1.36,0.5,10.58,5.79,4.79,0.1,2.83,622.8,339.2
CER-688,holding_time_series,92,5,3,1600,5,10,5,87.8,8.4,10.4,4.8,1.32,0.46,9.56,5.26,4.3,0.1,2.7,651.1,340
CER-689,holding_time_series,92,5,3,1600,5,10,5,87.6,9,10,4.8,1.74,0.5,11.22,6.2,5.02,0.1,2.59,579.5,321.1
CER-690,holding_time_series,92,5,3,1600,5.1,10,5,86.1,8.9,10,5.2,1.54,0.46,10.54,5.85,4.69,0.1,2.57,558.1,326.4
CER-691,holding_time_series,92,5,3,1600,5.1,10,5,87.2,9.4,10.2,3.9,1.16,0.5,9.92,5.53,4.39,0.1,2.92,639.5,332.4
CER-692,holding_time_series,92,5,3,1600,5.2,10,5,87.4,8.7,9.6,4.3,1.52,0.487,9.52,5.33,4.19,0.1,2.58,600,334
CER-693,holding_time_series,92,5,3,1600,5.2,10,5,88,9.8,10.8,4.3,1.47,0.455,10.15,5.71,4.45,0.1,2.64,606.4,334.8
CER-694,holding_time_series,92,5,3,1600,5.3,10,5,87.7,9.8,10.8,4.3,0.99,0.438,10.24,5.78,4.46,0.1,2.97,627.2,335.3
CER-695,holding_time_series,92,5,3,1600,5.3,10,5,88.5,9.3,11.2,3.5,1.46,0.5,9.94,5.64,4.31,0.1,2.38,630.3,340
CER-696,holding_time_series,92,5,3,1600,5.4,10,5,89.3,8.5,10.9,4.2,1.79,0.407,10.29,5.86,4.43,0.1,2.81,604.5,333.7
CER-697,holding_time_series,92,5,3,1600,5.4,10,5,88.3,8.4,11.5,3.4,1.81,0.5,9.58,5.48,4.1,0.1,2.54,613.6,338.6
CER-698,holding_time_series,92,5,3,1600,5.5,10,5,89.7,9.2,9.8,4.8,1.59,0.5,9.54,5.48,4.06,0.1,2.52,633,340.1
CER-699,holding_time_series,92,5,3,1600,5.5,10,5,88.4,8.4,10.1,3.5,1.54,0.5,8.77,5.06,3.71,0.1,2.61,674.7,353.6
CER-700,holding_time_series,92,5,3,1600,5.6,10,5,86.6,8.8,9.6,3,1.6,0.472,8.75,5.07,3.69,0.1,2.83,616.2,348
CER-701,holding_time_series,92,5,3,1600,5.6,10,5,88.5,8,10.3,4,1.65,0.478,8.72,5.07,3.65,0.1,2.82,631.9,349.1
CER-702,holding_time_series,92,5,3,1600,5.7,10,5,88.4,9.5,10.7,4.8,1.78,0.466,9.39,5.48,3.91,0.1,2.61,610.5,348.4
CER-703,holding_time_series,92,5,3,1600,5.7,10,5,88.5,7.8,10.4,4.2,1.72,0.427,8.61,5.05,3.56,0.1,2.44,639.6,355.2
CER-704,holding_time_series,92,5,3,1600,5.8,10,5,88.9,8.5,10.1,4.6,1.39,0.427,9.15,5.38,3.76,0.1,2.66,631.6,332.7
CER-705,holding_time_series,92,5,3,1600,5.8,10,5,87.4,10.1,10.7,4.3,1.83,0.453,9.52,5.63,3.89,0.1,3.11,634.3,339.6
CER-706,holding_time_series,92,5,3,1600,5.9,10,5,87.3,8.9,11,3.9,1.41,0.462,8.65,5.13,3.52,0.1,2.94,658.1,343.1
CER-707,holding_time_series,92,5,3,1600,5.9,10,5,86.7,8.6,10.2,4.6,1.53,0.42,8.95,5.33,3.61,0.1,2.98,668.9,347
CER-708,holding_time_series,92,5,3,1600,6,10,5,88.2,10.2,10.9,5.1,1.94,0.483,8.38,5.01,3.36,0.1,3.01,645.5,348.7
CER-709,holding_time_series,92,5,3,1600,6,10,5,87.8,9.2,10.8,4.4,1.74,0.5,9.47,5.69,3.78,0.1,2.76,651.9,337.8
CER-710,holding_time_series,92,5,3,1600,6.1,10,5,87.8,8.9,11.3,4.5,1.58,0.42,9.75,5.88,3.87,0.1,2.7,641.1,329.8
CER-711,holding_time_series,92,5,3,1600,6.1,10,5,87.2,8.4,11.1,3.3,1.73,0.441,8.81,5.33,3.47,0.1,2.44,625.5,350
CER-712,holding_time_series,92,5,3,1600,6.2,10,5,86.2,9.6,10.6,4.2,1.54,0.468,9.53,5.79,3.73,0.1,3.04,625,340.3
CER-713,holding_time_series,92,5,3,1600,6.2,10,5,88.3,9.5,9.7,4.3,1.75,0.474,7.93,4.84,3.09,0.1,2.35,677.5,350
CER-714,holding_time_series,92,5,3,1600,6.3,10,5,89.9,8.8,10.7,3.9,1.62,0.484,8.13,4.98,3.15,0.1,3.08,672.2,354.3
CER-715,holding_time_series,92,5,3,1600,6.3,10,5,88.1,8.4,11,3.8,1.75,0.441,8.46,5.2,3.25,0.1,2.84,664.6,356.6
CER-716,holding_time_series,92,5,3,1600,6.4,10,5,88.2,8.7,11.7,4.2,1.83,0.459,8.86,5.47,3.39,0.1,3.01,633.3,342.6
CER-717,holding_time_series,92,5,3,1600,6.4,10,5,86.2,9.1,11.7,5.1,1.76,0.476,8.15,5.06,3.1,0.1,2.84,654.4,342.5
CER-718,holding_time_series,92,5,3,1600,6.5,10,5,89.3,8.9,9.6,4.4,1.72,0.438,9.02,5.62,3.4,0.1,2.82,615.1,344.8
CER-719,holding_time_series,92,5,3,1600,6.5,10,5,88.4,8.8,10.7,4.2,2.09,0.398,8.35,5.22,3.13,0.1,2.94,645.7,345.8
CER-720,holding_time_series,92,5,3,1600,6.5,10,5,91.1,9.2,10.8,3.4,1.58,0.435,8.4,5.27,3.13,0.1,2.84,680.5,352.9
CER-721,holding_time_series,92,5,3,1600,6.6,10,5,89,8.8,11.3,3.7,1.75,0.5,8.43,5.31,3.12,0.1,2.83,652.2,347
CER-722,holding_time_series,92,5,3,1600,6.6,10,5,89.3,8.4,11.3,4.6,1.57,0.5,9.42,5.96,3.46,0.1,2.56,626.4,335.9
CER-723,holding_time_series,92,5,3,1600,6.7,10,5,89.3,10.3,11.5,3.5,1.53,0.444,7.55,4.79,2.76,0.1,2.96,707.5,354.1
CER-724,holding_time_series,92,5,3,1600,6.7,10,5,88.3,8.5,10.1,4.1,1.92,0.464,8.93,5.69,3.24,0.1,2.67,602,345.1
CER-725,holding_time_series,92,5,3,1600,6.8,10,5,88.9,9.8,10.3,3.4,1.69,0.47,8.83,5.65,3.18,0.1,2.94,657.8,358.2
CER-726,holding_time_series,92,5,3,1600,6.8,10,5,88.1,9.3,10.9,3.5,2.11,0.332,7.68,4.93,2.75,0.1,2.88,683.3,353.5
